"date","observer.initials","obs.method","device","point.number","time","sky","wind","noise","temp","species.code","count.number","type.a.v","distance.50.u.o","notes","correct.id"
2023-07-07,"KL","playback",NA,"RC3","9:04",1,0,1,70,"AGOL",NA,"a",NA,"",NA
2023-07-07,"KL","playback",NA,"RC3","9:04",1,0,1,70,"BTNW",NA,"a",NA,"",NA
2023-07-07,"KL","playback",NA,"RC3","9:04",1,0,1,70,"NAWA",NA,"a",NA,"",NA
2023-07-07,"KL","playback",NA,"RC3","9:04",1,0,1,70,"HETH",NA,"a",NA,"",NA
2023-07-07,"BDG","hearing","human","RC4","9:14",1,0,1,70,"HETH",1,"a",NA,"","yes"
2023-07-07,"BDG","hearing","human","RC4","9:14",1,0,1,70,"BTNW",1,"a",NA,"","yes"
2023-07-07,"BDG","hearing","human","RC4","9:14",1,0,1,70,"WTSP",1,"a",NA,"","yes"
2023-07-07,"BDG","hearing","human","RC4","9:14",1,0,1,70,"OVEN",1,"a",NA,"","yes"
2023-07-07,"BDG","hearing","human","RC4","9:14",1,0,1,70,"BAWW",1,"a",NA,"","yes"
2023-07-07,"EDH","merlin","iPhone SE","RC4","9:14",1,0,1,70,"HETH",1,"a",NA,"","yes"
2023-07-07,"EDH","merlin","iPhone SE","RC4","9:14",1,0,1,70,"BTNW",1,"a",NA,"","yes"
2023-07-07,"EDH","merlin","iPhone SE","RC4","9:14",1,0,1,70,"OVEN",1,"a",NA,"","yes"
2023-07-07,"EDH","merlin","iPhone SE","RC4","9:14",1,0,1,70,"WTSP",1,"a",NA,"","yes"
2023-07-07,"EDH","merlin","iPhone SE","RC4","9:14",1,0,1,70,"BAWW",1,"a",NA,"","yes"
2023-07-07,"EJD","merlin","Samsung Galaxy Tab A7 Lite","RC4","9:14",1,0,1,70,"HETH",1,"a",NA,"","yes"
2023-07-07,"EJD","merlin","Samsung Galaxy Tab A7 Lite","RC4","9:14",1,0,1,70,"BTNW",1,"a",NA,"","yes"
2023-07-07,"EJD","merlin","Samsung Galaxy Tab A7 Lite","RC4","9:14",1,0,1,70,"BAWW",1,"a",NA,"","yes"
2023-07-07,"EJD","merlin","Samsung Galaxy Tab A7 Lite","RC4","9:14",1,0,1,70,"OVEN",1,"a",NA,"","yes"
2023-07-07,"EJD","merlin","Samsung Galaxy Tab A7 Lite","RC4","9:14",1,0,1,70,"WTSP",1,"a",NA,"","yes"
2023-07-07,"EJD","merlin","Samsung Galaxy Tab A7 Lite","RC4","9:14",1,0,1,70,"WOTH",1,"a",NA,"","no"
2023-07-07,"KL","playback",NA,"RC4","9:14",1,0,1,70,"HETH",NA,"a",NA,"",NA
2023-07-07,"KL","playback",NA,"RC4","9:14",1,0,1,70,"BTNW",NA,"a",NA,"",NA
2023-07-07,"KL","playback",NA,"RC4","9:14",1,0,1,70,"WTSP",NA,"a",NA,"",NA
2023-07-07,"KL","playback",NA,"RC4","9:14",1,0,1,70,"OVEN",NA,"a",NA,"",NA
